"Entity[33979] Report(B000000)", , , , ,"Entity[33979] Report(B000000[0000])","Entity[33979] Report(B000000[0100])", , , , ,"Entity[33979] Report(B000000[0600])","Entity[33979] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33979,"B000000","Line(00100)","24185","24185"
"HOSPC","hospc_2013_DATA",33979,"B000000","Line(00600)","1248633","24185", , , , ,"1272818"
"HOSPC","hospc_2013_DATA",33979,"B000000","Line(01500)","81391", , , , , ,"89161","170552"
"HOSPC","hospc_2013_DATA",33979,"B000000","Line(01600)","516472", , , , , ,"565778","1082250"
"HOSPC","hospc_2013_DATA",33979,"B000000","Line(01700)","550", , , , , ,"603","1153"
"HOSPC","hospc_2013_DATA",33979,"B000000","Line(02000)","20434", , , , , ,"22385","42819"
"HOSPC","hospc_2013_DATA",33979,"B000000","Line(02100)","16930", , , , , ,"18546","35476"
"HOSPC","hospc_2013_DATA",33979,"B000000","Line(02400)","94391", , , , , ,"103402","197793"
"HOSPC","hospc_2013_DATA",33979,"B000000","Line(03000)","56306", , , , , ,"61681","117987"
"HOSPC","hospc_2013_DATA",33979,"B000000","Line(03400)","554", , , , , ,"607","1161"
"HOSPC","hospc_2013_DATA",33979,"B000000","Line(05300)","374868", , , , , ,"410655","785523"
"Entity[33979] Report(B10000*)", , , , , ,"Entity[33979] Report(B10000*[0100])", , , , ,"Entity[33979] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",33979,"B10000*","Line(00100)", ,"CAPITAL", , , , ,"ADMINIS-"
"HOSPC","hospc_2013_DATA",33979,"B10000*","Line(00200)", ,"BLDGS &", , , , ,"TRATIVE &"
"HOSPC","hospc_2013_DATA",33979,"B10000*","Line(00300)", ,"FIXTURES", , , , ,"GENERAL"
"HOSPC","hospc_2013_DATA",33979,"B10000*","Line(00400)", ,"SQUARE", , , , ,"ACCUM."
"HOSPC","hospc_2013_DATA",33979,"B10000*","Line(00500)", ,"FEET", , , , ,"COSTS"
"Entity[33979] Report(B100000)", , , , , ,"Entity[33979] Report(B100000[0100])", , , , ,"Entity[33979] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",33979,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",33979,"B100000","Line(00100)", ,"100"
"HOSPC","hospc_2013_DATA",33979,"B100000","Line(00600)", ,"100", , , , ,"1161896"
"HOSPC","hospc_2013_DATA",33979,"B100000","Line(01500)", , , , , , ,"81391"
"HOSPC","hospc_2013_DATA",33979,"B100000","Line(01600)", , , , , , ,"516472"
"HOSPC","hospc_2013_DATA",33979,"B100000","Line(01700)", , , , , , ,"550"
"HOSPC","hospc_2013_DATA",33979,"B100000","Line(02000)", , , , , , ,"20434"
"HOSPC","hospc_2013_DATA",33979,"B100000","Line(02100)", , , , , , ,"16930"
"HOSPC","hospc_2013_DATA",33979,"B100000","Line(02400)", , , , , , ,"94391"
"HOSPC","hospc_2013_DATA",33979,"B100000","Line(03000)", , , , , , ,"56306"
"HOSPC","hospc_2013_DATA",33979,"B100000","Line(03400)", , , , , , ,"554"
"HOSPC","hospc_2013_DATA",33979,"B100000","Line(05300)", , , , , , ,"374868"
"HOSPC","hospc_2013_DATA",33979,"B100000","Line(10000)", ,"24185", , , , ,"1272818"
