"Entity[33979] Report(D000000)", , , , , ,"Entity[33979] Report(D000000[0100])","Entity[33979] Report(D000000[0200])","Entity[33979] Report(D000000[0300])","Entity[33979] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33979,"D000000","Line(00100)", , , , ,"1649191"
"HOSPC","hospc_2013_DATA",33979,"D000000","Line(00200)", , , , ,"11827"
"HOSPC","hospc_2013_DATA",33979,"D000000","Line(00300)", , , , ,"139"
"HOSPC","hospc_2013_DATA",33979,"D000000","Line(00400)", ,"9437"
"HOSPC","hospc_2013_DATA",33979,"D000000","Line(00500)", ,"1315895"
"HOSPC","hospc_2013_DATA",33979,"D000000","Line(00600)", , ,"1475"
"HOSPC","hospc_2013_DATA",33979,"D000000","Line(00700)", , ,"205674"
"HOSPC","hospc_2013_DATA",33979,"D000000","Line(00800)", ,"2158"
"HOSPC","hospc_2013_DATA",33979,"D000000","Line(00900)", ,"300912"
"HOSPC","hospc_2013_DATA",33979,"D000000","Line(01200)", , , ,"915"
