"Entity[33834] Report(G000000)", , , , , ,"Entity[33834] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(00400)", ,"661116"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(00600)", ,"22930"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(00800)", ,"3541"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(01100)", ,"641727"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(01900)", ,"64760"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(02000)", ,"21621"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(02700)", ,"43139"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(03100)", ,"3541"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(03200)", ,"3541"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(03300)", ,"688407"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(03400)", ,"26961"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(03500)", ,"189382"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(03600)", ,"3867"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(04000)", ,"251814"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(04100)", ,"-2533"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(04200)", ,"469491"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(05000)", ,"469491"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(05100)", ,"218916"
"HOSPC","hospc_2013_DATA",33834,"G000000","Line(05800)", ,"218916"
"Entity[33834] Report(G100000)", , , , , ,"Entity[33834] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33834,"G100000","Line(00100)", ,"178980"
"HOSPC","hospc_2013_DATA",33834,"G100000","Line(00200)", ,"275903"
"HOSPC","hospc_2013_DATA",33834,"G100000","Line(00300)", ,"454883"
"HOSPC","hospc_2013_DATA",33834,"G100000","Line(01100)", ,"454883"
"HOSPC","hospc_2013_DATA",33834,"G100000","Line(01200)", ,"235967"
"HOSPC","hospc_2013_DATA",33834,"G100000","Line(01800)", ,"235967"
"Entity[33834] Report(G200001)", , , , , ,"Entity[33834] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33834,"G200001","Line(00100)", ,"5517785"
"Entity[33834] Report(G200002)", , , , , , ,"Entity[33834] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33834,"G200002","Line(00100)", , ,"5241882"
"HOSPC","hospc_2013_DATA",33834,"G200002","Line(01500)", , ,"5241882"
