"Entity[33948] Report(G000000)", , , , , ,"Entity[33948] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33948,"G000000","Line(00100)", ,"100"
"HOSPC","hospc_2013_DATA",33948,"G000000","Line(00400)", ,"962129"
"HOSPC","hospc_2013_DATA",33948,"G000000","Line(00700)", ,"11105"
"HOSPC","hospc_2013_DATA",33948,"G000000","Line(01100)", ,"973334"
"HOSPC","hospc_2013_DATA",33948,"G000000","Line(03100)", ,"100000"
"HOSPC","hospc_2013_DATA",33948,"G000000","Line(03200)", ,"100000"
"HOSPC","hospc_2013_DATA",33948,"G000000","Line(03300)", ,"1073334"
"HOSPC","hospc_2013_DATA",33948,"G000000","Line(03500)", ,"7000"
"HOSPC","hospc_2013_DATA",33948,"G000000","Line(04000)", ,"-572130"
"HOSPC","hospc_2013_DATA",33948,"G000000","Line(04200)", ,"-565130"
"HOSPC","hospc_2013_DATA",33948,"G000000","Line(05000)", ,"-565130"
"HOSPC","hospc_2013_DATA",33948,"G000000","Line(05100)", ,"1638464"
"HOSPC","hospc_2013_DATA",33948,"G000000","Line(05800)", ,"1638464"
"Entity[33948] Report(G100000)", , , , ,"Entity[33948] Report(G100000[0000])","Entity[33948] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33948,"G100000","Line(00100)", ,"1232811"
"HOSPC","hospc_2013_DATA",33948,"G100000","Line(00200)", ,"405653"
"HOSPC","hospc_2013_DATA",33948,"G100000","Line(00300)", ,"1638464"
"HOSPC","hospc_2013_DATA",33948,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",33948,"G100000","Line(01100)", ,"1638464"
"HOSPC","hospc_2013_DATA",33948,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SPEC"
"Entity[33948] Report(G200001)", , , , , ,"Entity[33948] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33948,"G200001","Line(00300)", ,"1993906"
"Entity[33948] Report(G200002)", , , , ,"Entity[33948] Report(G200002[0000])", ,"Entity[33948] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33948,"G200002","Line(00100)", , ,"1588253"
"HOSPC","hospc_2013_DATA",33948,"G200002","Line(00200)","DD (SPECIFY)"
"HOSPC","hospc_2013_DATA",33948,"G200002","Line(00900)","EDUCT (SPECIFY)"
"HOSPC","hospc_2013_DATA",33948,"G200002","Line(01500)", , ,"1588253"
