"Entity[33948] Report(B000000)", , , , ,"Entity[33948] Report(B000000[0000])","Entity[33948] Report(B000000[0100])","Entity[33948] Report(B000000[0200])","Entity[33948] Report(B000000[0300])", , ,"Entity[33948] Report(B000000[0600])","Entity[33948] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",33948,"B000000","Line(00100)","35902","35902"
"HOSPC","hospc_2013_DATA",33948,"B000000","Line(00200)","5963", ,"5963"
"HOSPC","hospc_2013_DATA",33948,"B000000","Line(00300)","885", , ,"885"
"HOSPC","hospc_2013_DATA",33948,"B000000","Line(00600)","825784","35902","5963","885", , ,"868534"
"HOSPC","hospc_2013_DATA",33948,"B000000","Line(01500)","12409", , , , , ,"14984","27393"
"HOSPC","hospc_2013_DATA",33948,"B000000","Line(01600)","347894", , , , , ,"420076","767970"
"HOSPC","hospc_2013_DATA",33948,"B000000","Line(01700)","356", , , , , ,"430","786"
"HOSPC","hospc_2013_DATA",33948,"B000000","Line(02000)","88619", , , , , ,"107006","195625"
"HOSPC","hospc_2013_DATA",33948,"B000000","Line(02400)","63384", , , , , ,"76535","139919"
"HOSPC","hospc_2013_DATA",33948,"B000000","Line(03000)","68267", , , , , ,"82431","150698"
"HOSPC","hospc_2013_DATA",33948,"B000000","Line(03100)","69930", , , , , ,"84439","154369"
"HOSPC","hospc_2013_DATA",33948,"B000000","Line(03500)","60585", , , , , ,"73155","133740"
"HOSPC","hospc_2013_DATA",33948,"B000000","Line(05300)","7849", , , , , ,"9478","17327"
"Entity[33948] Report(B10000*)", , , , , ,"Entity[33948] Report(B10000*[0100])","Entity[33948] Report(B10000*[0200])","Entity[33948] Report(B10000*[0300])", , ,"Entity[33948] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",33948,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT", , ,"ADMINIS-"
"HOSPC","hospc_2013_DATA",33948,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &", , ,"TRATIVE &"
"HOSPC","hospc_2013_DATA",33948,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.", , ,"GENERAL"
"HOSPC","hospc_2013_DATA",33948,"B10000*","Line(00400)", ,"SQUARE","DOLLAR","SQUARE", , ,"ACCUM."
"HOSPC","hospc_2013_DATA",33948,"B10000*","Line(00500)", ,"FEET","VALUE","FEET", , ,"COSTS"
"Entity[33948] Report(B100000)", , , , , ,"Entity[33948] Report(B100000[0100])","Entity[33948] Report(B100000[0200])","Entity[33948] Report(B100000[0300])", , ,"Entity[33948] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",33948,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",33948,"B100000","Line(00100)", ,"100"
"HOSPC","hospc_2013_DATA",33948,"B100000","Line(00200)", , ,"100"
"HOSPC","hospc_2013_DATA",33948,"B100000","Line(00300)", , , ,"100"
"HOSPC","hospc_2013_DATA",33948,"B100000","Line(00600)", ,"100","100","100", , ,"719293"
"HOSPC","hospc_2013_DATA",33948,"B100000","Line(01500)", , , , , , ,"12409"
"HOSPC","hospc_2013_DATA",33948,"B100000","Line(01600)", , , , , , ,"347894"
"HOSPC","hospc_2013_DATA",33948,"B100000","Line(01700)", , , , , , ,"356"
"HOSPC","hospc_2013_DATA",33948,"B100000","Line(02000)", , , , , , ,"88619"
"HOSPC","hospc_2013_DATA",33948,"B100000","Line(02400)", , , , , , ,"63384"
"HOSPC","hospc_2013_DATA",33948,"B100000","Line(03000)", , , , , , ,"68267"
"HOSPC","hospc_2013_DATA",33948,"B100000","Line(03100)", , , , , , ,"69930"
"HOSPC","hospc_2013_DATA",33948,"B100000","Line(03500)", , , , , , ,"60585"
"HOSPC","hospc_2013_DATA",33948,"B100000","Line(05300)", , , , , , ,"7849"
"HOSPC","hospc_2013_DATA",33948,"B100000","Line(10000)", ,"35902","5963","885", , ,"868534"
