"Entity[34029] Report(B000000)", , , , ,"Entity[34029] Report(B000000[0000])","Entity[34029] Report(B000000[0100])","Entity[34029] Report(B000000[0200])", , ,"Entity[34029] Report(B000000[0500])","Entity[34029] Report(B000000[0600])","Entity[34029] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(00100)","103616","103616"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(00200)","8993", ,"8993"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(00500)","46871", , , , ,"46871"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(00600)","1366847","103616","8993", , ,"46871","1526327"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(01000)","73504", , , , , ,"78965","152469"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(01100)","5377", , , , , ,"5776","11153"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(01500)","2556", , , , , ,"2746","5302"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(01600)","544611", , , , , ,"585074","1129685"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(02000)","79442", , , , , ,"85344","164786"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(02100)","80683", , , , , ,"86678","167361"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(02200)","4235", , , , , ,"4550","8785"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(02400)","212475", , , , , ,"228261","440736"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(03000)","126779", , , , , ,"136198","262977"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(03100)","183763", , , , , ,"197416","381179"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(03200)","5799", , , , , ,"6230","12029"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(03400)","3121", , , , , ,"3353","6474"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(03500)","54400", , , , , ,"58442","112842"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(05000)","42384", , , , , ,"45533","87917"
"HOSPC","hospc_2013_DATA",34029,"B000000","Line(05100)","1639", , , , , ,"1761","3400"
"Entity[34029] Report(B10000*)", , , , , ,"Entity[34029] Report(B10000*[0100])","Entity[34029] Report(B10000*[0200])","Entity[34029] Report(B10000*[0300])","Entity[34029] Report(B10000*[0400])","Entity[34029] Report(B10000*[0500])","Entity[34029] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",34029,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",34029,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",34029,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",34029,"B10000*","Line(00400)", ,"SQUARE","SQUARE","SQUARE","MILEAGE","HOURS","ACCUM."
"HOSPC","hospc_2013_DATA",34029,"B10000*","Line(00500)", ,"FEET","FEET","FEET", ,"SERVICE","COSTS"
"Entity[34029] Report(B100000)", , , , , ,"Entity[34029] Report(B100000[0100])","Entity[34029] Report(B100000[0200])","Entity[34029] Report(B100000[0300])","Entity[34029] Report(B100000[0400])","Entity[34029] Report(B100000[0500])","Entity[34029] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(00100)", ,"100"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(00200)", , ,"100"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(00300)", , , ,"100"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(00400)", , , , ,"100"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(00500)", , , , , ,"1294"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(00600)", ,"100","100","100","100","1294","1420768"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(01000)", , , , , , ,"73504"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(01100)", , , , , , ,"5377"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(01500)", , , , , , ,"2556"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(01600)", , , , , , ,"544611"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(02000)", , , , , , ,"79442"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(02100)", , , , , , ,"80683"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(02200)", , , , , , ,"4235"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(02400)", , , , , , ,"212475"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(03000)", , , , , , ,"126779"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(03100)", , , , , , ,"183763"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(03200)", , , , , , ,"5799"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(03400)", , , , , , ,"3121"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(03500)", , , , , , ,"54400"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(05000)", , , , , , ,"42384"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(05100)", , , , , , ,"1639"
"HOSPC","hospc_2013_DATA",34029,"B100000","Line(10000)", ,"103616","8993", , ,"46871","1526327"
