"Entity[34101] Report(D000000)", , , , , ,"Entity[34101] Report(D000000[0100])","Entity[34101] Report(D000000[0200])","Entity[34101] Report(D000000[0300])","Entity[34101] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",34101,"D000000","Line(00100)", , , , ,"387676"
"HOSPC","hospc_2013_DATA",34101,"D000000","Line(00200)", , , , ,"2830"
"HOSPC","hospc_2013_DATA",34101,"D000000","Line(00300)", , , , ,"137"
"HOSPC","hospc_2013_DATA",34101,"D000000","Line(00400)", ,"2656"
"HOSPC","hospc_2013_DATA",34101,"D000000","Line(00500)", ,"363845"
"HOSPC","hospc_2013_DATA",34101,"D000000","Line(00600)", , ,"166"
"HOSPC","hospc_2013_DATA",34101,"D000000","Line(00700)", , ,"22740"
"HOSPC","hospc_2013_DATA",34101,"D000000","Line(01200)", , , ,"8"
