"Entity[33882] Report(D000000)", , , , , ,"Entity[33882] Report(D000000[0100])","Entity[33882] Report(D000000[0200])","Entity[33882] Report(D000000[0300])","Entity[33882] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",33882,"D000000","Line(00100)", , , , ,"91385079"
"HOSPC","hospc_2013_DATA",33882,"D000000","Line(00200)", , , , ,"440479"
"HOSPC","hospc_2013_DATA",33882,"D000000","Line(00300)", , , , ,"207"
"HOSPC","hospc_2013_DATA",33882,"D000000","Line(00400)", ,"410894"
"HOSPC","hospc_2013_DATA",33882,"D000000","Line(00500)", ,"85248178"
"HOSPC","hospc_2013_DATA",33882,"D000000","Line(00600)", , ,"14414"
"HOSPC","hospc_2013_DATA",33882,"D000000","Line(00700)", , ,"2990473"
"HOSPC","hospc_2013_DATA",33882,"D000000","Line(00800)", ,"87454"
"HOSPC","hospc_2013_DATA",33882,"D000000","Line(00900)", ,"18144081"
"HOSPC","hospc_2013_DATA",33882,"D000000","Line(01000)", , ,"2478"
"HOSPC","hospc_2013_DATA",33882,"D000000","Line(01100)", , ,"514111"
"HOSPC","hospc_2013_DATA",33882,"D000000","Line(01200)", , , ,"15171"
