"----------"," Entity 31394"," Report D000000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","","","", , , , , , , , , , , , , , , 
"","TITLE XVIII","TITLE XIX","OTHER","TOTAL", , , , , , , , , , , , , , , 
"","-1","-2","-3","-4", , , , , , , , , , , , , , , 
 ,"Entity[31394] Report(D000000[0100])", ,"Entity[31394] Report(D000000[0300])","Entity[31394] Report(D000000[0400])", , , , , , , , , , , , , , , 
 , , , ,"164555", , , , , , , , , , , , , , , 
 , , , ,"515", , , , , , , , , , , , , , , 
 , , , ,"320", , , , , , , , , , , , , , , 
 ,"214", , , , , , , , , , , , , , , , , , 
 ,"68377", , , , , , , , , , , , , , , , , , 
 ,"105", , , , , , , , , , , , , , , , , , 
 ,"33550", , , , , , , , , , , , , , , , , , 
 , , ,"301", , , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
