"Entity[34003] Report(B000000)", , , , ,"Entity[34003] Report(B000000[0000])","Entity[34003] Report(B000000[0100])","Entity[34003] Report(B000000[0200])","Entity[34003] Report(B000000[0300])", ,"Entity[34003] Report(B000000[0500])","Entity[34003] Report(B000000[0600])","Entity[34003] Report(B000000[0700])"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(00100)","44864","44864"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(00200)","66597", ,"66597"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(00300)","58969", , ,"58969"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(00500)","107706","1353","2009","1779", ,"112847"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(00600)","1653219","21855","32442","28726", ,"112847","1849089"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(01000)","135782", , , , , ,"71083","206865"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(01100)","10718", , , , , ,"5611","16329"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(01500)","16312", , , , , ,"8539","24851"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(01600)","1040773","18047","26789","23720", , ,"580741","1690070"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(01700)","170", , , , , ,"89","259"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(02000)","268904","1805","2679","2372", , ,"144363","420123"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(02100)","158570","902","1339","1186", , ,"84807","246804"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(02400)","208678","902","1339","1186", , ,"111039","323144"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(03000)","148885", , , , , ,"77942","226827"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(03100)","162836", , , , , ,"85246","248082"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(03200)","2029", , , , , ,"1062","3091"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(03300)","406", , , , , ,"213","619"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(03400)","2543", , , , , ,"1331","3874"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(03500)","37657", , , , , ,"19714","57371"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(03600)","1038", , , , , ,"543","1581"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(03900)","6668", , , , , ,"3491","10159"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(05000)","206835", , , , , ,"108280","315115"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(05100)","14458", , , , , ,"7569","22027"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(05200)","246265", , , , , ,"128922","375187"
"HOSPC","hospc_2013_DATA",34003,"B000000","Line(05300)","780321", , , , , ,"408504","1188825"
"Entity[34003] Report(B10000*)", , , , , ,"Entity[34003] Report(B10000*[0100])","Entity[34003] Report(B10000*[0200])","Entity[34003] Report(B10000*[0300])","Entity[34003] Report(B10000*[0400])","Entity[34003] Report(B10000*[0500])","Entity[34003] Report(B10000*[0600])"
"HOSPC","hospc_2013_DATA",34003,"B10000*","Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","VOLUNT.","ADMINIS-"
"HOSPC","hospc_2013_DATA",34003,"B10000*","Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","SERVICES","TRATIVE &"
"HOSPC","hospc_2013_DATA",34003,"B10000*","Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","COORDI.","GENERAL"
"HOSPC","hospc_2013_DATA",34003,"B10000*","Line(00400)", ,"SQUARE","DOLLAR","SQUARE","MILEAGE","HOURS OF","ACCUM."
"HOSPC","hospc_2013_DATA",34003,"B10000*","Line(00500)", ,"FEET","VALUE","FEET", ,"SERVICE","COSTS"
"Entity[34003] Report(B100000)", , , , , ,"Entity[34003] Report(B100000[0100])","Entity[34003] Report(B100000[0200])","Entity[34003] Report(B100000[0300])", ,"Entity[34003] Report(B100000[0500])","Entity[34003] Report(B100000[0600])"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(00000)", , , , , , ,"X"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(00100)", ,"4972"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(00200)", , ,"4972"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(00300)", , , ,"4972"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(00500)", ,"150","150","150", ,"2080"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(00600)", ,"2422","2422","2422", ,"2080","3532114"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(01000)", , , , , , ,"135782"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(01100)", , , , , , ,"10718"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(01500)", , , , , , ,"16312"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(01600)", ,"2000","2000","2000", , ,"1109329"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(01700)", , , , , , ,"170"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(02000)", ,"200","200","200", , ,"275760"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(02100)", ,"100","100","100", , ,"161997"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(02400)", ,"100","100","100", , ,"212105"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(03000)", , , , , , ,"148885"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(03100)", , , , , , ,"162836"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(03200)", , , , , , ,"2029"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(03300)", , , , , , ,"406"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(03400)", , , , , , ,"2543"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(03500)", , , , , , ,"37657"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(03600)", , , , , , ,"1038"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(03900)", , , , , , ,"6668"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(05000)", , , , , , ,"206835"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(05100)", , , , , , ,"14458"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(05200)", , , , , , ,"246265"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(05300)", , , , , , ,"780321"
"HOSPC","hospc_2013_DATA",34003,"B100000","Line(10000)", ,"44864","66597","58969", ,"112847"
