"----------"," Entity 32494"," Report D000000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","","","", , , , , , , , , , , , , , , 
"","TITLE XVIII","TITLE XIX","OTHER","TOTAL", , , , , , , , , , , , , , , 
"","-1","-2","-3","-4", , , , , , , , , , , , , , , 
 ,"Entity[32494] Report(D000000[0100])","Entity[32494] Report(D000000[0200])","Entity[32494] Report(D000000[0300])","Entity[32494] Report(D000000[0400])", , , , , , , , , , , , , , , 
 , , , ,"602672", , , , , , , , , , , , , , , 
 , , , ,"5412", , , , , , , , , , , , , , , 
 , , , ,"111", , , , , , , , , , , , , , , 
 ,"5036", , , , , , , , , , , , , , , , , , 
 ,"560809", , , , , , , , , , , , , , , , , , 
 , ,"131", , , , , , , , , , , , , , , , , 
 , ,"14588", , , , , , , , , , , , , , , , , 
 ,"942", , , , , , , , , , , , , , , , , , 
 ,"104901", , , , , , , , , , , , , , , , , , 
 , ,"61", , , , , , , , , , , , , , , , , 
 , ,"6793", , , , , , , , , , , , , , , , , 
 , , ,"245", , , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
