"Entity[33860] Report(G000000)", , , , , ,"Entity[33860] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(00100)", ,"3371804"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(00200)", ,"76"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(00400)", ,"2234134"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(00500)", ,"15365"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(00600)", ,"217891"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(00700)", ,"33745"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(00800)", ,"124818"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(00900)", ,"10100"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(01100)", ,"5572151"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(01200)", ,"261343"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(01500)", ,"2468724"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(01600)", ,"282652"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(01900)", ,"1976767"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(02000)", ,"649676"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(02300)", ,"2089862"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(02400)", ,"1379272"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(02600)", ,"60144"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(02700)", ,"4545240"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(03300)", ,"10117391"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(03400)", ,"455807"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(03500)", ,"943404"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(03700)", ,"59011"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(04200)", ,"1458222"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(04400)", ,"161022"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(04900)", ,"161022"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(05000)", ,"1619244"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(05100)", ,"8498147"
"HOSPC","hospc_2013_DATA",33860,"G000000","Line(05800)", ,"8498147"
"Entity[33860] Report(G100000)", , , , ,"Entity[33860] Report(G100000[0000])","Entity[33860] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33860,"G100000","Line(00100)", ,"9823260"
"HOSPC","hospc_2013_DATA",33860,"G100000","Line(00200)", ,"674887"
"HOSPC","hospc_2013_DATA",33860,"G100000","Line(00300)", ,"10498147"
"HOSPC","hospc_2013_DATA",33860,"G100000","Line(01100)", ,"10498147"
"HOSPC","hospc_2013_DATA",33860,"G100000","Line(01200)","EQUITY TRANFER TO MEMBER","2000000"
"HOSPC","hospc_2013_DATA",33860,"G100000","Line(01800)", ,"2000000"
"Entity[33860] Report(G200001)", , , , , ,"Entity[33860] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33860,"G200001","Line(00300)", ,"13466518"
"HOSPC","hospc_2013_DATA",33860,"G200001","Line(00400)", ,"1256314"
"HOSPC","hospc_2013_DATA",33860,"G200001","Line(00500)", ,"1090604"
"Entity[33860] Report(G200002)", , , , ,"Entity[33860] Report(G200002[0000])","Entity[33860] Report(G200002[0100])","Entity[33860] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33860,"G200002","Line(00100)", , ,"11781142"
"HOSPC","hospc_2013_DATA",33860,"G200002","Line(00200)","HOME OFFICE EXPENSES","4215399"
"HOSPC","hospc_2013_DATA",33860,"G200002","Line(00300)","VIRGINIA PROVIDER EXPENSES","2973372"
"HOSPC","hospc_2013_DATA",33860,"G200002","Line(00800)", , ,"7188771"
"HOSPC","hospc_2013_DATA",33860,"G200002","Line(00900)","HOME OFFICE REVENUE","316774"
"HOSPC","hospc_2013_DATA",33860,"G200002","Line(01000)","VIRGINIA PROVIDER REVENUE","4605194"
"HOSPC","hospc_2013_DATA",33860,"G200002","Line(01400)", , ,"4921968"
"HOSPC","hospc_2013_DATA",33860,"G200002","Line(01500)", , ,"14047945"
