"Entity[33876] Report(G000000)", , , , , ,"Entity[33876] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(00100)", ,"301312"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(00400)", ,"119921"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(00800)", ,"6089"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(01100)", ,"427322"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(01700)", ,"7411"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(02300)", ,"156599"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(02400)", ,"123782"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(02700)", ,"40228"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(03300)", ,"467550"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(03400)", ,"371622"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(03500)", ,"53309"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(04100)", ,"221864"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(04200)", ,"646795"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(04400)", ,"291252"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(04700)", ,"921934"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(04900)", ,"1213186"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(05000)", ,"1859981"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(05100)", ,"-1392431"
"HOSPC","hospc_2013_DATA",33876,"G000000","Line(05800)", ,"-1392431"
"Entity[33876] Report(G100000)", , , , ,"Entity[33876] Report(G100000[0000])","Entity[33876] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33876,"G100000","Line(00100)", ,"-1260400"
"HOSPC","hospc_2013_DATA",33876,"G100000","Line(00200)", ,"297639"
"HOSPC","hospc_2013_DATA",33876,"G100000","Line(00300)", ,"-962761"
"HOSPC","hospc_2013_DATA",33876,"G100000","Line(01100)", ,"-962761"
"HOSPC","hospc_2013_DATA",33876,"G100000","Line(01200)","MISCELLANEOUS PY ADJUSTMENTS","429670"
"HOSPC","hospc_2013_DATA",33876,"G100000","Line(01800)", ,"429670"
"Entity[33876] Report(G200001)", , , , , ,"Entity[33876] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33876,"G200001","Line(00300)", ,"3895804"
"HOSPC","hospc_2013_DATA",33876,"G200001","Line(00500)", ,"950324"
"Entity[33876] Report(G200002)", , , , ,"Entity[33876] Report(G200002[0000])","Entity[33876] Report(G200002[0100])","Entity[33876] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33876,"G200002","Line(00100)", , ,"3617132"
"HOSPC","hospc_2013_DATA",33876,"G200002","Line(00200)","OASIS HEALTHCARE  INC ALEXANDRIA EXP","1488358"
"HOSPC","hospc_2013_DATA",33876,"G200002","Line(00300)","CORPORATE EXPENSES","613170"
"HOSPC","hospc_2013_DATA",33876,"G200002","Line(00800)", , ,"2101528"
"HOSPC","hospc_2013_DATA",33876,"G200002","Line(00900)","BENEVOLENCE FUND INCOME","835"
"HOSPC","hospc_2013_DATA",33876,"G200002","Line(01000)","OASIS HEALTHCARE  INC ALEXANDRIA REV","1309544"
"HOSPC","hospc_2013_DATA",33876,"G200002","Line(01100)","CORPORATE REVENUES","810116"
"HOSPC","hospc_2013_DATA",33876,"G200002","Line(01400)", , ,"2120495"
"HOSPC","hospc_2013_DATA",33876,"G200002","Line(01500)", , ,"3598165"
