"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34456","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34456] Report(S000000[0100])","Entity[34456] Report(S000000[0200])","Entity[34456] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",34456,"S000000","Line(00100)", ,"1","05/07/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34456","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34456] Report(S100000[0100])","Entity[34456] Report(S100000[0200])","Entity[34456] Report(S100000[0300])","Entity[34456] Report(S100000[0400])","Entity[34456] Report(S100000[0500])","Entity[34456] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",34456,"S100000","Line(00100)", ,"HOSPICE FOR ALL SEASONS  LLC","7057 BEAVER SPRINGS ROAD","HARRISBURG","PA","17111", , , , , , , , , , 
"hospc_2013_DATA",34456,"S100000","Line(00200)", ,"DAUPHIN", , , , , , , , , , , , , , 
"hospc_2013_DATA",34456,"S100000","Line(00300)", ,"04/01/2010", , , , , , , , , , , , , , 
"hospc_2013_DATA",34456,"S100000","Line(00400)", ,"03/02/2011","03/02/2011", , , , , , , , , , , , , 
"hospc_2013_DATA",34456,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",34456,"S100000","Line(00600)", ,"391733", , , , , , , , , , , , , , 
"hospc_2013_DATA",34456,"S100000","Line(00700)", ,"5", , , , , , , , , , , , , , 
"hospc_2013_DATA",34456,"S100000","Line(00800)", ,"6", , , , ,"6", , , , , , , , , 
"hospc_2013_DATA",34456,"S100000","Line(00900)", ,"15477","144","3983", ,"738","16359", , , , , , , , , 
"hospc_2013_DATA",34456,"S100000","Line(01000)", ,"40", ,"40", , ,"40", , , , , , , , , 
"hospc_2013_DATA",34456,"S100000","Line(01100)", ,"5", ,"5", , ,"5", , , , , , , , , 
"hospc_2013_DATA",34456,"S100000","Line(01200)", ,"15528","144","4028", ,"738","16410", , , , , , , , , 
"hospc_2013_DATA",34456,"S100000","Line(01300)", ,"171","3","72", ,"9","183", , , , , , , , , 
"hospc_2013_DATA",34456,"S100000","Line(01400)", ,"49", ,"49", , ,"49", , , , , , , , , 
"hospc_2013_DATA",34456,"S100000","Line(01500)", ,"91","48","56", ,"82","90", , , , , , , , , 
"hospc_2013_DATA",34456,"S100000","Line(01600)", ,"171","3","72", ,"9","183", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
