"Entity[34043] Report(D000000)", , , , , ,"Entity[34043] Report(D000000[0100])","Entity[34043] Report(D000000[0200])","Entity[34043] Report(D000000[0300])","Entity[34043] Report(D000000[0400])"
"HOSPC","hospc_2013_DATA",34043,"D000000","Line(00100)", , , , ,"2087215"
"HOSPC","hospc_2013_DATA",34043,"D000000","Line(00200)", , , , ,"18485"
"HOSPC","hospc_2013_DATA",34043,"D000000","Line(00300)", , , , ,"113"
"HOSPC","hospc_2013_DATA",34043,"D000000","Line(00400)", ,"17128"
"HOSPC","hospc_2013_DATA",34043,"D000000","Line(00500)", ,"1933922"
"HOSPC","hospc_2013_DATA",34043,"D000000","Line(00600)", , ,"226"
"HOSPC","hospc_2013_DATA",34043,"D000000","Line(00700)", , ,"25518"
"HOSPC","hospc_2013_DATA",34043,"D000000","Line(00800)", ,"3956"
"HOSPC","hospc_2013_DATA",34043,"D000000","Line(00900)", ,"446672"
"HOSPC","hospc_2013_DATA",34043,"D000000","Line(01000)", , ,"226"
"HOSPC","hospc_2013_DATA",34043,"D000000","Line(01100)", , ,"25518"
"HOSPC","hospc_2013_DATA",34043,"D000000","Line(01200)", , , ,"1131"
